biosample_id,aminoglycoside,beta-lactam,colistin,fosfomycin,fusidic_acid,glycopeptide,macrolide,nitroimidazole,oxazolidinone,phenicol,quinolone,rifampicin,sulfonamide,tetracycline,trimethoprim
54804159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54804147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54803397,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54553916,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54443343,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54616820,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54799920,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
40889893,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54570321,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
54558830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54448214,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54804155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54509352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54459758,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54768354,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
54417081,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54589726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54173725,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54572057,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54249893,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1
54592843,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54572383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54459746,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54449661,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
54766033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54799618,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
54703164,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
54766042,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54417093,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54570312,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54440322,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54752685,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
54459737,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54497633,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54456481,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
54768358,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54799606,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
54803062,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
54459754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54449673,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
54592068,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
54570324,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54592879,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54738211,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
54492307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54804150,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54566846,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
40889888,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54767689,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
54766009,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
54443346,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54616825,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54443517,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
54459762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54756431,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
40889896,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
54448272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54738203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54768362,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1
54448203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54802189,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54586967,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54804142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54567427,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54443337,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54802197,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54449657,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40889884,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54766105,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54380072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54586879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54449680,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54769207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54707439,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
53669772,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54437353,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
54590657,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54456472,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54801948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54444702,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54590649,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54353728,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54444661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54756497,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54799521,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
46183443,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
54751647,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
54803414,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54529254,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1
54353755,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
40889930,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
37705099,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54803418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54590645,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54711670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54751636,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
54618841,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54456460,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
37705095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54802052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54616201,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54456503,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
46183451,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54353747,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54590626,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54751628,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
54801944,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
49025320,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40889922,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54767676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54769194,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54494233,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54496164,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54764852,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
48146738,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
54802007,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54496756,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40889914,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54766573,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54529270,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54570072,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54495903,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54754373,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54496727,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40889918,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
54764840,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54502734,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1
54765991,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1
54769198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54781219,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
54586886,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
40889906,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54353763,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54529262,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54496168,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54456501,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
46183453,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54799531,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
54169903,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54590659,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37705089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40889920,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54353745,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54165645,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54590624,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54590647,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54353726,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
53669762,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
54751649,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
54768848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54616203,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54751634,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
54618843,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
37705097,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54802050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54751645,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54444663,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
40889932,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54751638,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1
54684090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54528387,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1
54590655,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54449682,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
54768163,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
53669770,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
54353749,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54590628,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1
54799540,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
47133008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54586884,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54353761,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54529260,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
54764749,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
40889904,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54456458,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54703214,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1
54764842,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
54803312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54765993,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
54763061,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
54496754,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54768159,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
48146759,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
54802005,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54529272,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54801970,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
40889916,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54769196,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54589682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54764850,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
48634104,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
40889908,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54497551,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53668598,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
54456483,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54459756,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54449671,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54769710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54417091,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54348251,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54448225,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
54448192,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
54459748,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54766040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54269297,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
48633360,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1
54459744,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54448229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54765100,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54459739,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54449663,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
54448254,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54417083,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54449700,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
54768356,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
53669369,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1
54572055,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
54803640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54173867,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54592877,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54572100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54802195,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54616835,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54118550,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40889886,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
54768360,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54448201,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54738201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53668900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54803290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54443335,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
40889898,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54443344,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54459760,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54800481,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
54443339,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
40889894,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54448213,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54570326,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
54768981,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54572620,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
54449659,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
54803282,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54616198,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54590616,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54763069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48146720,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1
40889912,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54766575,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54587107,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54802001,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54764837,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54802633,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54764854,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54802062,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54592880,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54552010,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54590608,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0
54529268,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54526884,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54353714,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54529264,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54527486,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
40889900,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54803308,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54765989,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
54802957,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54526888,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54596229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54764846,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
54502732,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1
54765997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54763065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54767762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54703273,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1
54572098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54755857,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
53646196,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54495905,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54802058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54803512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54449698,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1
54799527,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1
46183445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54751641,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
54618836,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54555130,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
40889928,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54456474,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54353730,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54590651,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54450608,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54449686,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
54799539,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54769696,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
40889924,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54590620,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54751630,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
54764962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37705093,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54448169,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54590643,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54763878,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
53669766,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
54449694,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
46183449,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54767691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40889890,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54766011,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54804135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54738209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54443340,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
54616823,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54754398,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54765712,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
53669565,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
54570322,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54380074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54766003,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
54766103,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
54802191,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54560987,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54589716,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54553915,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54738205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54800012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54449667,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1
54557916,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54592838,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54459740,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54765940,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54803490,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54497627,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54570318,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54249895,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1
54496695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53301938,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54449679,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
54587424,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54763780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54417087,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54616819,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54449704,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
48146694,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1
54448242,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
54449675,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
54799968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54459752,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54414983,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
54804160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54765075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37705111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54766039,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54570314,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54417095,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54801401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54804146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54589714,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54738207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54766001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54766101,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54559362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54802093,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54768529,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
54448219,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54616833,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54765710,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54804154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54799757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54570320,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54760371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54767693,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40889892,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54766013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54443342,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54616821,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
54804137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37705113,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54449669,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1
54804162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54702888,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
54766046,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54570316,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54417097,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54449677,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1
54417089,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54348249,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
54803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54802200,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54459750,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
37705101,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
54572053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54804070,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
54456489,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54417085,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54449665,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
54738198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54459742,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
54456497,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54764993,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
54590618,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
54616196,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54764844,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54765995,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1
54763067,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54800474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44533364,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
54767760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
