antibiotic,genome_name,evidence,computational_method,owner,computational_method_performance,public,measurement,taxon_id,genome_id,measurement_value,measurement_unit,computational_method_version,id,date_inserted,date_modified,_version_,resistant_phenotype,laboratory_typing_method,pmid,laboratory_typing_platform,measurement_sign,vendor,testing_standard,testing_standard_year
streptomycin,Escherichia coli strain NS-NP007,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.90, 1.02]",True,,562,562.47336,,,202503101,8d5d5e03-9c72-46f7-bdc6-4565a079f2a4,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660401854054400,Susceptible,,,,,,,
tetracycline,Escherichia coli strain NS-NP007,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.93, CI[0.89, 0.97]",True,,562,562.47336,,,202503101,b2dc3d4f-dce5-444a-b97a-bb51c64f181a,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660401854054400,Susceptible,,,,,,,
ceftiofur,Escherichia coli strain NS-NP007,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.97, CI[0.88, 1.06]",True,,562,562.47336,,,202503101,aff4a222-1eb7-4fe7-89c5-6d428d0285b6,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660401854054400,Susceptible,,,,,,,
trimethoprim,Escherichia coli strain NS-NP007,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.91, 0.97]",True,,562,562.47336,,,202503101,a0a24a96-a93c-485a-9312-19a288020846,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660401854054400,Susceptible,,,,,,,
tobramycin,Escherichia coli strain NS-NP007,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.88, 0.96]",True,,562,562.47336,,,202503101,bea5b4e1-8eb7-443d-a94d-b7a935d9a741,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660401854054400,Susceptible,,,,,,,
piperacillin/tazobactam,Escherichia coli strain NS-NP007,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.80, CI[0.78, 0.82]",True,,562,562.47336,,,202503101,335f90ba-082a-4355-8a68-50edcf6faeb7,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660401854054400,Susceptible,,,,,,,
amoxicillin/clavulanic acid,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.97, CI[0.96, 0.98]",True,4.0,562,562.47460,4.0,mg/L,202503101,e2f899cd-3a0c-4224-9f64-c98e626f2cbc,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643389288400,,,,,,,,
amikacin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.97, CI[0.96, 0.98]",True,4.0,562,562.47460,4.0,mg/L,202503101,24375f99-62d1-43a4-a54d-fc717f28149e,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643389288400,,,,,,,,
ampicillin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.87, CI[0.82, 0.92]",True,8.0,562,562.47460,8.0,mg/L,202503101,2717c3b5-a78d-4e52-ad00-e508c18b4558,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
aztreonam,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.61, CI[0.50, 0.73]",True,4.0,562,562.47460,4.0,mg/L,202503101,68d68f68-5ca6-4c96-934c-8438a2aa2cfa,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
ceftazidime,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.88, CI[0.86, 0.90]",True,2.0,562,562.47460,2.0,mg/L,202503101,291f717e-17e5-49fe-93bb-6a544b7a6bc0,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
cefazolin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.86, CI[0.82, 0.90]",True,32.0,562,562.47460,32.0,mg/L,202503101,43fa4849-cd00-4f29-a0c2-e628f45c32cc,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
chloramphenicol,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.71, 0.83]",True,16.0,562,562.47460,16.0,mg/L,202503101,a3ed9131-9c30-49d5-894e-f1235cc0e560,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
ciprofloxacin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.93, 0.97]",True,0.25,562,562.47460,0.25,mg/L,202503101,9d363e6d-7798-43ef-9d0d-7d2934b148fb,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
ceftriaxone,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.83, CI[0.74, 0.91]",True,4.0,562,562.47460,4.0,mg/L,202503101,a55f54fd-42dd-46c7-8570-cb9aef7d97bc,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
colistin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.80, CI[0.64, 0.96]",True,2.0,562,562.47460,2.0,mg/L,202503101,d8642730-f4d1-483d-8b3c-449774d381b1,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
cefotetan,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 1.00, CI[1.00, 1.00]",True,32.0,562,562.47460,32.0,mg/L,202503101,84abbffe-18ec-4b39-b627-c1bede29eaea,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
cefotaxime,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.90, CI[0.88, 0.91]",True,1.0,562,562.47460,1.0,mg/L,202503101,b50222be-e05f-4689-817f-b6eaa1719032,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
cefuroxime,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.62, CI[0.26, 0.97]",True,8.0,562,562.47460,8.0,mg/L,202503101,143078be-ca6e-4c98-9d5d-0c570e4b8f57,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
doripenem,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.56, CI[0.34, 0.79]",True,0.5,562,562.47460,0.5,mg/L,202503101,42f652b7-a814-465f-874b-825ad29886e0,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
ertapenem,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.66, 0.89]",True,1.0,562,562.47460,1.0,mg/L,202503101,74de746b-671d-4b17-b1f2-c45af9fa9be5,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
cefepime,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.73, CI[0.68, 0.78]",True,1.0,562,562.47460,1.0,mg/L,202503101,b68f87b8-6429-4dfb-a5f7-5e064dbde55c,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
fosfomycin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.60, 0.94]",True,32.0,562,562.47460,32.0,mg/L,202503101,fa4b0f71-13ba-4ab2-a389-26cb990d8173,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643390337000,,,,,,,,
cefoxitin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.70, CI[0.51, 0.89]",True,16.0,562,562.47460,16.0,mg/L,202503101,59a66cc4-486a-457e-8d74-80ad8ac5ed78,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
gentamicin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.91, 0.98]",True,2.0,562,562.47460,2.0,mg/L,202503101,4c9137c2-4739-4bc4-8c2f-182284f1ef8e,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
imipenem,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.78, CI[0.70, 0.86]",True,2.0,562,562.47460,2.0,mg/L,202503101,08f7e9ff-8f27-45a9-924d-0b4e477a2a55,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
levofloxacin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.87, CI[0.81, 0.93]",True,1.0,562,562.47460,1.0,mg/L,202503101,87d3ee69-a80c-47d7-a0b2-3ad92022e356,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
meropenem,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.93, 0.98]",True,0.25,562,562.47460,0.25,mg/L,202503101,327bca5d-6b96-40d4-8b33-c464bf760b97,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
nalidixic acid,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.64, CI[0.33, 0.95]",True,64.0,562,562.47460,64.0,mg/L,202503101,c5ee11f7-4788-4abf-a97c-530135e98790,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
nitrofurantoin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.90, 1.01]",True,32.0,562,562.47460,32.0,mg/L,202503101,74e39553-80ae-42ec-8185-6aa76c8db274,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
piperacillin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.73, CI[0.39, 1.08]",True,8.0,562,562.47460,8.0,mg/L,202503101,7ad70d95-470c-4fe2-af41-30a98fa374cf,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
ampicillin/sulbactam,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.90, CI[0.82, 0.98]",True,16.0,562,562.47460,16.0,mg/L,202503101,df24190c-6ca4-4a31-a022-3104fb213187,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
streptomycin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.96, CI[0.90, 1.03]",True,8.0,562,562.47460,8.0,mg/L,202503101,b5fa705f-7699-49ac-b150-c2933707def5,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
tetracycline,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.79, CI[0.71, 0.87]",True,4.0,562,562.47460,4.0,mg/L,202503101,ca094b6c-b5a8-4d7e-ae07-53eb4ea1058a,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
tigecycline,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.98, CI[0.91, 1.04]",True,0.25,562,562.47460,0.25,mg/L,202503101,657c3552-90a8-4187-ab39-c235c462d694,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
tobramycin,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.96, CI[0.92, 1.00]",True,1.0,562,562.47460,1.0,mg/L,202503101,9798780d-2d9e-4006-8960-58baa7ae6a5e,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
piperacillin/tazobactam,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.93, CI[0.91, 0.95]",True,4.0,562,562.47460,4.0,mg/L,202503101,7c4feb30-310d-4be6-af50-4de61433bda3,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643391385600,,,,,,,,
trimethoprim/sulfamethoxazole,Escherichia coli strain SI-NP009,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.81, CI[0.76, 0.85]",True,16.0,562,562.47460,16.0,mg/L,202503101,cfb7877b-c457-4e47-bac4-5d885a9eab5d,2025-07-14T21:01:02.079Z,2025-07-14T21:01:02.079Z,1840540439543808000,,,,,,,,
trimethoprim/sulfamethoxazole,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.94, 0.95]",True,,562,562.47460,,,202503101,a86e45e4-c39a-43d0-b72f-4bb5b085900b,2025-07-14T21:44:19.537Z,2025-07-14T21:44:19.537Z,1840540463384232000,Susceptible,,,,,,,
amoxicillin/clavulanic acid,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.84, CI[0.81, 0.88]",True,,562,562.47460,,,202503101,d13821c8-7b8f-444d-8c93-9fc15aad410b,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402287116300,Susceptible,,,,,,,
ampicillin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.93, 0.96]",True,,562,562.47460,,,202503101,52b19a19-68b3-488c-bd88-fe947d498ecd,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402287116300,Susceptible,,,,,,,
amoxicillin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.90, CI[0.87, 0.93]",True,,562,562.47460,,,202503101,c04de1e0-39d6-4cc4-a01c-c01ff8e0ab4c,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402287116300,Susceptible,,,,,,,
aztreonam,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.89, 0.96]",True,,562,562.47460,,,202503101,566c4e5c-1161-49b2-b888-76dea630d68b,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402287116300,Susceptible,,,,,,,
ceftazidime,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.90, 0.93]",True,,562,562.47460,,,202503101,d19bd57c-0cc7-4744-97d7-03d0384311c8,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402287116300,Susceptible,,,,,,,
cefalothin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.89, 0.96]",True,,562,562.47460,,,202503101,c696153c-ba15-4b84-bb24-74ba7b94e328,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402287116300,Susceptible,,,,,,,
cefazolin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.93, CI[0.86, 0.99]",True,,562,562.47460,,,202503101,926f51f1-2859-442c-af75-31a74d1cd00d,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402287116300,Susceptible,,,,,,,
chloramphenicol,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.93, 0.99]",True,,562,562.47460,,,202503101,45919255-83d0-444a-8e9c-f59bf5d9fe0b,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402287116300,Susceptible,,,,,,,
ciprofloxacin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.98, CI[0.97, 0.98]",True,,562,562.47460,,,202503101,93b9d3cd-748c-46e9-b5d0-7c5c507dabf4,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
ceftriaxone,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.92, 0.99]",True,,562,562.47460,,,202503101,97114e98-dd49-4338-8371-d0f71ac3ddf5,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
cefotaxime,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.96, 0.97]",True,,562,562.47460,,,202503101,a9115782-8416-4077-85e7-d628c577541a,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
cefuroxime,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.86, 0.90]",True,,562,562.47460,,,202503101,5d5f13a5-dcb7-4c5b-8ea9-177651ee459d,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
doxycycline,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.87, CI[0.80, 0.95]",True,,562,562.47460,,,202503101,7ac18e4a-54bd-4658-9f11-f878523486da,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
ertapenem,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.90, 0.95]",True,,562,562.47460,,,202503101,96ac11ef-9809-4593-826f-c4fbf1e22059,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
cefepime,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.84, 0.92]",True,,562,562.47460,,,202503101,13140c79-b973-4b08-94e9-ee7ffe8db3c9,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
cefoxitin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.83, 0.92]",True,,562,562.47460,,,202503101,e7c60fe4-445a-4071-9285-8661cde0d88e,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
gentamicin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.95, 0.97]",True,,562,562.47460,,,202503101,d9eaef8b-663f-496f-b2cc-45b2f854d95f,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
imipenem,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.94, 0.98]",True,,562,562.47460,,,202503101,db25baf6-1b20-4e7b-a670-e93e184267f6,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
levofloxacin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.97, CI[0.91, 1.02]",True,,562,562.47460,,,202503101,a6f25df1-a9a2-4e1c-b7b8-c90d43f569b2,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
meropenem,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.76, CI[0.68, 0.84]",True,,562,562.47460,,,202503101,b84731b7-339a-4eec-a434-8e797c418595,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
nalidixic acid,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.98, CI[0.96, 1.00]",True,,562,562.47460,,,202503101,47aca2fc-6084-4b45-b3aa-e4a38e7627fd,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
norfloxacin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.92, 1.01]",True,,562,562.47460,,,202503101,345bb0ca-7d3f-4e90-8296-1ac3e7e1e9ec,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
ampicillin/sulbactam,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.79, 0.98]",True,,562,562.47460,,,202503101,56622776-9513-4281-b4d8-5e9dabd9830c,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402288164900,Susceptible,,,,,,,
sulfamethoxazole,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.93, CI[0.88, 0.99]",True,,562,562.47460,,,202503101,d36d77af-f1a0-4d7f-aa2f-c8c83d5b0632,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402289213400,Susceptible,,,,,,,
streptomycin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.90, 1.02]",True,,562,562.47460,,,202503101,456467b2-a43b-4318-bb08-bae8653aafee,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402289213400,Susceptible,,,,,,,
tetracycline,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.93, CI[0.89, 0.97]",True,,562,562.47460,,,202503101,99dd8490-9f4d-471c-b666-c229cdd0b310,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402289213400,Susceptible,,,,,,,
ceftiofur,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.97, CI[0.88, 1.06]",True,,562,562.47460,,,202503101,76a17871-d96e-4e7d-9e39-5d26efb0fda2,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402289213400,Susceptible,,,,,,,
trimethoprim,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.91, 0.97]",True,,562,562.47460,,,202503101,d4f7655f-ee50-4494-b8d0-cd92f43c58a9,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402289213400,Susceptible,,,,,,,
tobramycin,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.88, 0.96]",True,,562,562.47460,,,202503101,33617176-3bc5-4d83-a840-8fe23d34cd0e,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402289213400,Susceptible,,,,,,,
piperacillin/tazobactam,Escherichia coli strain SI-NP009,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.80, CI[0.78, 0.82]",True,,562,562.47460,,,202503101,50003d41-55a3-449e-84a6-75ab69abfd28,2025-07-14T21:44:19.545Z,2025-07-14T21:44:19.545Z,1837660402289213400,Susceptible,,,,,,,
amoxicillin/clavulanic acid,Escherichia coli strain 24-C48-A,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.97, CI[0.96, 0.98]",True,4.0,562,562.47616,4.0,mg/L,202503101,5c9ee93b-be8f-49cc-ac20-4bc9bdc194e6,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643707007000,,,,,,,,
amikacin,Escherichia coli strain 24-C48-A,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.97, CI[0.96, 0.98]",True,4.0,562,562.47616,4.0,mg/L,202503101,32961a18-b748-4af5-afb5-8debb03e5031,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643707007000,,,,,,,,
ampicillin,Escherichia coli strain 24-C48-A,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.87, CI[0.82, 0.92]",True,8.0,562,562.47616,8.0,mg/L,202503101,3da4fb19-cdb4-42e6-81f2-1bfe7e75a38c,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643708055600,,,,,,,,
aztreonam,Escherichia coli strain 24-C48-A,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.61, CI[0.50, 0.73]",True,2.0,562,562.47616,2.0,mg/L,202503101,bae0cbad-b9f9-4abd-854f-0207a81402aa,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643708055600,,,,,,,,
ceftazidime,Escherichia coli strain 24-C48-A,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.88, CI[0.86, 0.90]",True,2.0,562,562.47616,2.0,mg/L,202503101,ad5a049d-9f2b-4225-ab6f-69af37862279,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643708055600,,,,,,,,
cefazolin,Escherichia coli strain 24-C48-A,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.86, CI[0.82, 0.90]",True,32.0,562,562.47616,32.0,mg/L,202503101,0eb041ac-92d2-4fe4-bebc-24082111ac45,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643708055600,,,,,,,,
chloramphenicol,Escherichia coli strain 24-C48-A,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.71, 0.83]",True,16.0,562,562.47616,16.0,mg/L,202503101,e3fa9d7c-8860-47c5-b952-4268a65a65df,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643708055600,,,,,,,,
ciprofloxacin,Escherichia coli strain 24-C48-A,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.93, 0.97]",True,0.25,562,562.47616,0.25,mg/L,202503101,f470e65b-331d-4c63-9efc-058bc5b24938,2025-07-14T21:01:02.088Z,2025-07-14T21:01:02.088Z,1837657643708055600,,,,,,,,
